file	format	type	num_seqs	sum_len	min_len	avg_len	max_len
SRR11232251.filt_2P.fq	FASTQ	DNA	1295027	268132409	36	207.0	251
SRR11278098.filt_1P.fq	FASTQ	DNA	622309	89411907	36	143.7	151
SRR11278098.filt_2P.fq	FASTQ	DNA	622309	85236218	36	137.0	151
SRR11396119.filt_1P.fq	FASTQ	DNA	929313	136643089	36	147.0	151
SRR11396119.filt_2P.fq	FASTQ	DNA	929313	133709119	36	143.9	151
SRR11396120.filt_1P.fq	FASTQ	DNA	1308979	192661904	36	147.2	151
SRR11396120.filt_2P.fq	FASTQ	DNA	1308979	184512739	36	141.0	151
SRR11396150.filt_1P.fq	FASTQ	DNA	758895	111325370	36	146.7	151
SRR11396150.filt_2P.fq	FASTQ	DNA	758895	107208894	36	141.3	151
SRR11396153.filt_1P.fq	FASTQ	DNA	794905	116874080	36	147.0	151
SRR11396153.filt_2P.fq	FASTQ	DNA	794905	109694589	36	138.0	151
SRR11450564.filt_1P.fq	FASTQ	DNA	1483936	314895141	36	212.2	251
SRR11450564.filt_2P.fq	FASTQ	DNA	1483936	295917780	36	199.4	251
SRR11453043.filt_1P.fq	FASTQ	DNA	916491	211973133	36	231.3	251
SRR11453043.filt_2P.fq	FASTQ	DNA	916491	204709257	36	223.4	251
SRR11487643.filt_1P.fq	FASTQ	DNA	727627	159985616	36	219.9	251
SRR11487643.filt_2P.fq	FASTQ	DNA	727627	157537769	36	216.5	251
SRR11487800.filt_1P.fq	FASTQ	DNA	866933	178357136	36	205.7	251
SRR11487800.filt_2P.fq	FASTQ	DNA	866933	173560737	36	200.2	251
SRR11487833.filt_1P.fq	FASTQ	DNA	814414	168361151	36	206.7	251
SRR11487833.filt_2P.fq	FASTQ	DNA	814414	160861941	36	197.5	251
SRR11488857.filt_1P.fq	FASTQ	DNA	1937489	283104808	36	146.1	151
SRR11488857.filt_2P.fq	FASTQ	DNA	1937489	276680995	36	142.8	151
SRR11521903.filt_1P.fq	FASTQ	DNA	1346082	193035701	36	143.4	151
SRR11521903.filt_2P.fq	FASTQ	DNA	1346082	189216511	36	140.6	151
SRR11560293.filt_1P.fq	FASTQ	DNA	824541	192062165	36	232.9	251
SRR11560293.filt_2P.fq	FASTQ	DNA	824541	164504787	36	199.5	251
SRR11574679.filt_1P.fq	FASTQ	DNA	1735522	253384056	36	146.0	151
SRR11574679.filt_2P.fq	FASTQ	DNA	1735522	247542054	36	142.6	151
SRR11615713.filt_1P.fq	FASTQ	DNA	1381437	202168231	36	146.3	151
SRR11615713.filt_2P.fq	FASTQ	DNA	1381437	198297291	36	143.5	151
SRR1171404.filt_1P.fq	FASTQ	DNA	821205	193684163	36	235.9	251
SRR1171404.filt_2P.fq	FASTQ	DNA	821205	187564526	36	228.4	251
SRR1171465.filt_1P.fq	FASTQ	DNA	1110326	225878776	36	203.4	250
SRR1171465.filt_2P.fq	FASTQ	DNA	1110326	207441780	36	186.8	250
SRR11748672.filt_1P.fq	FASTQ	DNA	1445814	211406210	36	146.2	151
SRR11748672.filt_2P.fq	FASTQ	DNA	1445814	191111867	36	132.2	151
SRR11783240.filt_1P.fq	FASTQ	DNA	1159266	265540478	36	229.1	251
SRR11783240.filt_2P.fq	FASTQ	DNA	1159266	258226092	36	222.7	251
SRR11783272.filt_1P.fq	FASTQ	DNA	1363985	312344432	36	229.0	251
SRR11783272.filt_2P.fq	FASTQ	DNA	1363985	305723303	36	224.1	251
SRR11799637.filt_1P.fq	FASTQ	DNA	920872	220651349	36	239.6	251
SRR11799637.filt_2P.fq	FASTQ	DNA	920872	201565521	36	218.9	251
SRR11833400.filt_1P.fq	FASTQ	DNA	1132058	164504005	36	145.3	151
SRR11833400.filt_2P.fq	FASTQ	DNA	1132058	161422780	36	142.6	151
SRR11879335.filt_1P.fq	FASTQ	DNA	1521801	222746661	36	146.4	151
SRR11879335.filt_2P.fq	FASTQ	DNA	1521801	216976712	36	142.6	151
SRR11991280.filt_1P.fq	FASTQ	DNA	1597822	234530899	36	146.8	151
SRR11991280.filt_2P.fq	FASTQ	DNA	1597822	227734590	36	142.5	151
SRR11991397.filt_1P.fq	FASTQ	DNA	1607396	233458497	36	145.2	151
SRR11991397.filt_2P.fq	FASTQ	DNA	1607396	230783777	36	143.6	151
SRR12003250.filt_1P.fq	FASTQ	DNA	1381502	319923467	36	231.6	251
SRR12003250.filt_2P.fq	FASTQ	DNA	1381502	272153953	36	197.0	251
