"ID"	"read"	"sum_len"	"num_seqs"	"min_len"	"avg_len"	"max_len"
"1148"	"SRR17957661"	"reverse"	267387447	1190781	35	224.5	251
"1149"	"SRR17957662"	"forward"	163304326	718404	35	227.3	251
"1150"	"SRR17957662"	"reverse"	163723171	718404	35	227.9	251
"1151"	"SRR17982494"	"forward"	336584975	1460539	35	230.5	251
"1152"	"SRR17982494"	"reverse"	336994569	1460539	35	230.7	251
"1153"	"SRR17983482"	"forward"	208921511	868633	35	240.5	251
"1154"	"SRR17983482"	"reverse"	209370357	868633	35	241	251
"1155"	"SRR17988630"	"forward"	246045459	1007406	35	244.2	251
"1156"	"SRR17988630"	"reverse"	246386045	1007406	35	244.6	251
"1157"	"SRR18015832"	"forward"	170935982	712312	35	240	251
"1158"	"SRR18015832"	"reverse"	170951225	712312	35	240	251
"1159"	"SRR18017657"	"forward"	128378448	617581	35	207.9	251
"1160"	"SRR18017657"	"reverse"	128863931	617581	35	208.7	251
"1161"	"SRR18087933"	"forward"	178761867	742768	35	240.7	251
"1162"	"SRR18087933"	"reverse"	179341599	742768	35	241.5	251
"1163"	"SRR18098560"	"forward"	90734762	611929	35	148.3	151
"1164"	"SRR18098560"	"reverse"	90746564	611929	35	148.3	151
"1165"	"SRR18101285"	"forward"	239471800	1644443	35	145.6	149
"1166"	"SRR18101285"	"reverse"	239514401	1644443	35	145.7	149
"1167"	"SRR18122731"	"forward"	122845788	831313	35	147.8	151
"1168"	"SRR18122731"	"reverse"	122872387	831313	35	147.8	151
"1169"	"SRR18131794"	"forward"	185961240	770509	35	241.3	251
"1170"	"SRR18131794"	"reverse"	186143468	770509	35	241.6	251
"1171"	"SRR18171545"	"forward"	162599565	685586	35	237.2	251
"1172"	"SRR18171545"	"reverse"	162767514	685586	35	237.4	251
"1173"	"SRR18174726"	"forward"	249739299	1062165	35	235.1	251
"1174"	"SRR18174726"	"reverse"	250312082	1062165	35	235.7	251
"1175"	"SRR18191695"	"forward"	171744970	723831	35	237.3	251
"1176"	"SRR18191695"	"reverse"	172229461	723831	35	237.9	251
"1177"	"SRR18219607"	"forward"	270973327	1121671	35	241.6	251
"1178"	"SRR18219607"	"reverse"	271488993	1121671	35	242	251
"1179"	"SRR18256179"	"forward"	198463849	844040	35	235.1	301
"1180"	"SRR18256179"	"reverse"	200189688	844040	35	237.2	301
"1181"	"SRR18257048"	"forward"	253113434	1715949	35	147.5	151
"1182"	"SRR18257048"	"reverse"	253164875	1715949	35	147.5	151
"1183"	"SRR18258964"	"forward"	136688226	564100	35	242.3	251
"1184"	"SRR18258964"	"reverse"	136702363	564100	35	242.3	251
"1185"	"SRR18260761"	"forward"	275835206	1861549	35	148.2	151
"1186"	"SRR18260761"	"reverse"	275841844	1861549	35	148.2	151
"1187"	"SRR18271747"	"forward"	215313443	786853	35	273.6	301
"1188"	"SRR18271747"	"reverse"	217092355	786853	35	275.9	301
"1189"	"SRR18302086"	"forward"	157801550	669813	35	235.6	251
"1190"	"SRR18302086"	"reverse"	158150045	669813	35	236.1	251
"1191"	"SRR18337558"	"forward"	87251294	380248	35	229.5	251
"1192"	"SRR18337558"	"reverse"	87412336	380248	35	229.9	251
"1193"	"SRR18339335"	"forward"	254646258	1070842	35	237.8	251
"1194"	"SRR18339335"	"reverse"	254840912	1070842	35	238	251
"1195"	"SRR18435165"	"forward"	484311059	2021176	35	239.6	251
"1196"	"SRR18435165"	"reverse"	484438183	2021176	35	239.7	251
"1197"	"SRR18453030"	"forward"	614786523	4141929	35	148.4	151
"1198"	"SRR18453030"	"reverse"	615018790	4141929	35	148.5	151
"1199"	"SRR18484622"	"forward"	232506385	984323	35	236.2	251
"1200"	"SRR18484622"	"reverse"	232613115	984323	35	236.3	251
"1201"	"SRR18529516"	"forward"	197491323	811400	35	243.4	251
"1202"	"SRR18529516"	"reverse"	197699934	811400	35	243.7	251
"1203"	"SRR18536557"	"forward"	314245972	1312380	35	239.4	251
"1204"	"SRR18536557"	"reverse"	314488813	1312380	35	239.6	251
"1205"	"SRR18556922"	"forward"	256688230	1077859	35	238.1	251
"1206"	"SRR18556922"	"reverse"	257303798	1077859	35	238.7	251
"1207"	"SRR18574018"	"forward"	280034411	1146627	35	244.2	251
"1208"	"SRR18574018"	"reverse"	280132998	1146627	35	244.3	251
"1209"	"SRR18583995"	"forward"	367534738	1560873	35	235.5	251
"1210"	"SRR18583995"	"reverse"	368257920	1560873	35	235.9	251
"1211"	"SRR18595273"	"forward"	178886303	1210905	35	147.7	151
"1212"	"SRR18595273"	"reverse"	178874175	1210905	35	147.7	151
"1213"	"SRR18604255"	"forward"	183331965	766802	35	239.1	251
"1214"	"SRR18604255"	"reverse"	183555576	766802	35	239.4	251
"1215"	"SRR18605002"	"forward"	259922306	1090093	35	238.4	251
"1216"	"SRR18605002"	"reverse"	259898681	1090093	35	238.4	251
"1217"	"SRR18645723"	"forward"	512248810	2138611	35	239.5	251
"1218"	"SRR18645723"	"reverse"	513448344	2138611	35	240.1	251
"1219"	"SRR18673871"	"forward"	144119230	609149	35	236.6	251
"1220"	"SRR18673871"	"reverse"	144317672	609149	35	236.9	251
"1221"	"SRR18712258"	"forward"	152244060	626205	35	243.1	251
"1222"	"SRR18712258"	"reverse"	152343328	626205	35	243.3	251
"1223"	"SRR18914151"	"forward"	210815680	1480846	35	142.4	149
"1224"	"SRR18914151"	"reverse"	210902280	1480846	35	142.4	149
"1225"	"SRR18944328"	"forward"	324416048	1498198	35	216.5	251
"1226"	"SRR18944328"	"reverse"	325244337	1498198	35	217.1	251
"1227"	"SRR19118081"	"forward"	274630122	1123173	35	244.5	251
"1228"	"SRR19118081"	"reverse"	274694720	1123173	35	244.6	251
"1229"	"SRR19334615"	"forward"	166641573	698204	35	238.7	251
"1230"	"SRR19334615"	"reverse"	166731712	698204	35	238.8	251
"1231"	"SRR19387718"	"forward"	215028147	889918	35	241.6	251
"1232"	"SRR19387718"	"reverse"	215614770	889918	35	242.3	251
"1233"	"SRR19511778"	"forward"	285659000	1977960	35	144.4	149
"1234"	"SRR19511778"	"reverse"	285829977	1977960	35	144.5	149
"1235"	"SRR19595377"	"forward"	126073231	853271	35	147.8	151
"1236"	"SRR19595377"	"reverse"	126085775	853271	35	147.8	151
"1237"	"SRR19612807"	"forward"	179127914	736398	35	243.2	251
"1238"	"SRR19612807"	"reverse"	166076036	736398	35	225.5	251
"1239"	"SRR19882336"	"forward"	171294877	1171677	35	146.2	149
"1240"	"SRR19882336"	"reverse"	171331673	1171677	35	146.2	149
"1241"	"SRR20324977"	"forward"	263709161	1814984	35	145.3	149
"1242"	"SRR20324977"	"reverse"	263869057	1814984	35	145.4	149
"1243"	"SRR20324982"	"forward"	171593644	1176392	35	145.9	149
"1244"	"SRR20324982"	"reverse"	171683213	1176392	35	145.9	149
"1245"	"SRR21160279"	"forward"	134140701	926298	35	144.8	149
"1246"	"SRR21160279"	"reverse"	134202149	926298	35	144.9	149
"1247"	"SRR21160288"	"forward"	108439317	743011	35	145.9	149
"1248"	"SRR21160288"	"reverse"	108475569	743011	35	146	149
"1249"	"SRR21161396"	"forward"	136794016	951463	35	143.8	149
"1250"	"SRR21161396"	"reverse"	136860168	951463	35	143.8	149
"1251"	"SRR21227630"	"forward"	218114710	922235	35	236.5	251
"1252"	"SRR21227630"	"reverse"	218333369	922235	35	236.7	251
"1253"	"SRR21462327"	"forward"	267857655	1830175	35	146.4	149
"1254"	"SRR21462327"	"reverse"	267913025	1830175	35	146.4	149
"1255"	"SRR21641071"	"forward"	234701896	1005215	35	233.5	251
"1256"	"SRR21641071"	"reverse"	234722912	1005215	35	233.5	251
"1257"	"SRR21708462"	"forward"	257371030	1068157	35	240.9	251
"1258"	"SRR21708462"	"reverse"	257436407	1068157	35	241	251
"1259"	"SRR21784949"	"forward"	212977170	1462233	35	145.7	149
"1260"	"SRR21784949"	"reverse"	213023539	1462233	35	145.7	149
"1261"	"SRR21785189"	"forward"	183177375	1256642	35	145.8	149
"1262"	"SRR21785189"	"reverse"	183206654	1256642	35	145.8	149
"1263"	"SRR21802771"	"forward"	276705314	1133219	35	244.2	251
"1264"	"SRR21802771"	"reverse"	276772518	1133219	35	244.2	251
"1265"	"SRR22031961"	"forward"	208743268	1428293	35	146.1	149
"1266"	"SRR22031961"	"reverse"	208784982	1428293	35	146.2	149
"1267"	"SRR22372854"	"forward"	310662814	2146850	35	144.7	149
"1268"	"SRR22372854"	"reverse"	310726268	2146850	35	144.7	149
"1269"	"SRR22730899"	"forward"	216386334	1491319	35	145.1	149
"1270"	"SRR22730899"	"reverse"	216437813	1491319	35	145.1	149
"1271"	"SRR22750399"	"forward"	197045690	829669	35	237.5	251
"1272"	"SRR22750399"	"reverse"	197316748	829669	35	237.8	251
"1273"	"SRR23030152"	"forward"	282015074	1151829	35	244.8	251
"1274"	"SRR23030152"	"reverse"	282100028	1151829	35	244.9	251
"1275"	"SRR5188920"	"forward"	196667370	1368869	35	143.7	151
"1276"	"SRR5188920"	"reverse"	196714713	1368869	35	143.7	151
"1277"	"SRR5341724"	"forward"	225901703	1172650	35	192.6	251
"1278"	"SRR5341724"	"reverse"	227090113	1172650	35	193.7	251
"1279"	"SRR5341744"	"forward"	313911922	1667884	35	188.2	251
"1280"	"SRR5341744"	"reverse"	315489300	1667884	35	189.2	251
"1281"	"SRR5584701"	"forward"	166603055	698917	35	238.4	251
"1282"	"SRR5584701"	"reverse"	166639771	698917	35	238.4	251
"1283"	"SRR6371600"	"forward"	253688645	1875783	35	135.2	151
"1284"	"SRR6371600"	"reverse"	253759090	1875783	35	135.3	151
"1285"	"SRR6870569"	"forward"	173608676	1196494	35	145.1	151
"1286"	"SRR6870569"	"reverse"	173598985	1196494	35	145.1	151
"1287"	"SRR6870784"	"forward"	205960235	841466	35	244.8	251
"1288"	"SRR6870784"	"reverse"	206121654	841466	35	245	251
"1289"	"SRR6879571"	"forward"	186033959	828209	35	224.6	251
"1290"	"SRR6879571"	"reverse"	186343022	828209	35	225	251
"1291"	"SRR6881532"	"forward"	210879425	877095	35	240.4	251
"1292"	"SRR6881532"	"reverse"	211095673	877095	35	240.7	251
"1293"	"SRR6885353"	"forward"	203189768	879827	35	230.9	251
"1294"	"SRR6885353"	"reverse"	203600728	879827	35	231.4	251
"1295"	"SRR6885452"	"forward"	179700306	777406	35	231.2	251
"1296"	"SRR6885452"	"reverse"	179661382	777406	35	231.1	251
"1297"	"SRR10013295"	"forward"	196410441	810745	35	242.3	251
"1298"	"SRR10013295"	"reverse"	196396183	810745	35	242.2	251
"1299"	"SRR10013299"	"forward"	238372227	976292	35	244.2	251
"1300"	"SRR10013299"	"reverse"	238366638	976292	35	244.2	251
"1301"	"SRR10027107"	"forward"	226080811	926049	35	244.1	251
"1302"	"SRR10027107"	"reverse"	226071047	926049	35	244.1	251
"1303"	"SRR10027407"	"forward"	265229932	1799004	35	147.4	151
"1304"	"SRR10027407"	"reverse"	265242438	1799004	35	147.4	151
"1305"	"SRR10027552"	"forward"	260293093	1746125	35	149.1	151
"1306"	"SRR10027552"	"reverse"	260294122	1746125	35	149.1	151
"1307"	"SRR10027554"	"forward"	261818158	1757841	35	148.9	151
"1308"	"SRR10027554"	"reverse"	261816513	1757841	35	148.9	151
"1309"	"SRR10028757"	"forward"	260155059	1743916	35	149.2	151
"1310"	"SRR10028757"	"reverse"	260142509	1743916	35	149.2	151
"1311"	"SRR10032843"	"forward"	202165668	1359074	35	148.8	151
"1312"	"SRR10032843"	"reverse"	202216363	1359074	35	148.8	151
"1313"	"SRR10037224"	"forward"	156334173	644422	35	242.6	251
"1314"	"SRR10037224"	"reverse"	156340934	644422	35	242.6	251
"1315"	"SRR10037225"	"forward"	218640722	896145	35	244	251
"1316"	"SRR10037225"	"reverse"	218636266	896145	35	244	251
"1317"	"SRR10037239"	"forward"	194635349	795356	35	244.7	251
"1318"	"SRR10037239"	"reverse"	194651874	795356	35	244.7	251
"1319"	"SRR10037243"	"forward"	200726107	822233	35	244.1	251
"1320"	"SRR10037243"	"reverse"	200724662	822233	35	244.1	251
"1321"	"SRR10049737"	"forward"	301434431	1273792	35	236.6	251
"1322"	"SRR10049737"	"reverse"	301478016	1273792	35	236.7	251
"1323"	"SRR10060559"	"forward"	186916953	1256846	35	148.7	151
"1324"	"SRR10060559"	"reverse"	186915554	1256846	35	148.7	151
"1325"	"SRR10084895"	"forward"	114773831	468314	35	245.1	251
"1326"	"SRR10084895"	"reverse"	114783430	468314	35	245.1	251
"1327"	"SRR10096074"	"forward"	158209045	1061378	35	149.1	151
"1328"	"SRR10096074"	"reverse"	158205582	1061378	35	149.1	151
"1329"	"SRR10113612"	"forward"	271014992	1820892	35	148.8	151
"1330"	"SRR10113612"	"reverse"	271220961	1820892	35	148.9	151
"1331"	"SRR10126592"	"forward"	236246234	1586885	35	148.9	151
"1332"	"SRR10126592"	"reverse"	236254178	1586885	35	148.9	151
"1333"	"SRR10126593"	"forward"	243744416	1632484	35	149.3	151
"1334"	"SRR10126593"	"reverse"	243750570	1632484	35	149.3	151
"1335"	"SRR10126605"	"forward"	254611306	1707177	35	149.1	151
"1336"	"SRR10126605"	"reverse"	254612271	1707177	35	149.1	151
"1337"	"SRR10126612"	"forward"	191181817	1282220	35	149.1	151
"1338"	"SRR10126612"	"reverse"	191183344	1282220	35	149.1	151
"1339"	"SRR10126613"	"forward"	235156737	1577846	35	149	151
"1340"	"SRR10126613"	"reverse"	235156523	1577846	35	149	151
"1341"	"SRR10126617"	"forward"	189755068	1278037	35	148.5	151
"1342"	"SRR10126617"	"reverse"	189774958	1278037	35	148.5	151
"1343"	"SRR10153950"	"forward"	313196625	2123475	35	147.5	151
"1344"	"SRR10153950"	"reverse"	313188610	2123475	35	147.5	151
"1345"	"SRR10155170"	"forward"	210791886	1464984	35	143.9	151
"1346"	"SRR10155170"	"reverse"	210865326	1464984	35	143.9	151
"1347"	"SRR10155174"	"forward"	330657474	2300388	35	143.7	151
"1348"	"SRR10155174"	"reverse"	330629364	2300388	35	143.7	151
"1349"	"SRR10155176"	"forward"	282956198	1952585	35	144.9	151
"1350"	"SRR10155176"	"reverse"	283031936	1952585	35	145	151
"1351"	"SRR10155179"	"forward"	166974618	1160487	35	143.9	151
"1352"	"SRR10155179"	"reverse"	167093680	1160487	35	144	151
"1353"	"SRR10155181"	"forward"	191538893	1333537	35	143.6	151
"1354"	"SRR10155181"	"reverse"	191589799	1333537	35	143.7	151
"1355"	"SRR10155182"	"forward"	269184863	1952700	35	137.9	151
"1356"	"SRR10155182"	"reverse"	269356108	1952700	35	137.9	151
"1357"	"SRR10155184"	"forward"	232798297	1663362	35	140	151
"1358"	"SRR10155184"	"reverse"	232931763	1663362	35	140	151
"1359"	"SRR10164593"	"forward"	192877389	894053	35	215.7	251
"1360"	"SRR10164593"	"reverse"	192974153	894053	35	215.8	251
"1361"	"SRR10165306"	"forward"	210333713	1445127	35	145.5	151
"1362"	"SRR10165306"	"reverse"	210395699	1445127	35	145.6	151
"1363"	"SRR10165308"	"forward"	177014762	1199164	35	147.6	151
"1364"	"SRR10165308"	"reverse"	177040369	1199164	35	147.6	151
"1365"	"SRR10165309"	"forward"	189159354	1281967	35	147.6	151
"1366"	"SRR10165309"	"reverse"	189157720	1281967	35	147.6	151
"1367"	"SRR10165346"	"forward"	265558701	1826507	35	145.4	151
"1368"	"SRR10165346"	"reverse"	265511186	1826507	35	145.4	151
"1369"	"SRR10166181"	"forward"	190799606	794005	35	240.3	251
"1370"	"SRR10166181"	"reverse"	190775670	794005	35	240.3	251
"1371"	"SRR10186809"	"forward"	202426362	1359368	35	148.9	151
"1372"	"SRR10186809"	"reverse"	202529969	1359368	35	149	151
"1373"	"SRR10218548"	"forward"	287063553	1950043	35	147.2	151
"1374"	"SRR10218548"	"reverse"	287059418	1950043	35	147.2	151
"1375"	"SRR10222526"	"forward"	318492213	2143041	35	148.6	151
"1376"	"SRR10222526"	"reverse"	318462453	2143041	35	148.6	151
"1377"	"SRR10222529"	"forward"	161517289	1087127	35	148.6	151
"1378"	"SRR10222529"	"reverse"	161515464	1087127	35	148.6	151
"1379"	"SRR10222530"	"forward"	173360929	1200584	35	144.4	151
"1380"	"SRR10222530"	"reverse"	173351664	1200584	35	144.4	151
"1381"	"SRR10222567"	"forward"	195020050	1303594	35	149.6	151
"1382"	"SRR10222567"	"reverse"	195021103	1303594	35	149.6	151
"1383"	"SRR10222602"	"forward"	454416742	3130836	35	145.1	151
"1384"	"SRR10222602"	"reverse"	454313215	3130836	35	145.1	151
"1385"	"SRR10222641"	"forward"	296586312	2039440	35	145.4	151
"1386"	"SRR10222641"	"reverse"	296720170	2039440	35	145.5	151
"1387"	"SRR10222642"	"forward"	226440274	1540148	35	147	151
"1388"	"SRR10222642"	"reverse"	226456601	1540148	35	147	151
"1389"	"SRR10240819"	"forward"	104187019	438018	35	237.9	251
"1390"	"SRR10240819"	"reverse"	104283135	438018	35	238.1	251
"1391"	"SRR10246259"	"forward"	185089300	1267234	35	146.1	151
"1392"	"SRR10246259"	"reverse"	185183334	1267234	35	146.1	151
"1393"	"SRR10257879"	"forward"	189636861	696364	35	272.3	301
"1394"	"SRR10257879"	"reverse"	190053899	696364	35	272.9	301
"1395"	"SRR10258286"	"forward"	186959456	704510	35	265.4	301
"1396"	"SRR10258286"	"reverse"	187371113	704510	35	266	301
"1397"	"SRR10258289"	"forward"	223902682	832173	35	269.1	301
"1398"	"SRR10258289"	"reverse"	224549980	832173	35	269.8	301
"1399"	"SRR10258362"	"forward"	226013779	1541234	35	146.6	151
"1400"	"SRR10258362"	"reverse"	226053367	1541234	35	146.7	151
"1401"	"SRR10269621"	"forward"	242207862	1637278	35	147.9	151
"1402"	"SRR10269621"	"reverse"	242225499	1637278	35	147.9	151
"1403"	"SRR10269622"	"forward"	269534309	1849055	35	145.8	151
"1404"	"SRR10269622"	"reverse"	269528567	1849055	35	145.8	151
"1405"	"SRR10269628"	"forward"	203218330	1368067	35	148.5	151
"1406"	"SRR10269628"	"reverse"	203225603	1368067	35	148.5	151
"1407"	"SRR10269630"	"forward"	215381280	1456453	35	147.9	151
"1408"	"SRR10269630"	"reverse"	215385377	1456453	35	147.9	151
"1409"	"SRR10269631"	"forward"	216885613	1462911	35	148.3	151
"1410"	"SRR10269631"	"reverse"	216905550	1462911	35	148.3	151
"1411"	"SRR10269633"	"forward"	228907846	1556718	35	147	151
"1412"	"SRR10269633"	"reverse"	228914658	1556718	35	147	151
"1413"	"SRR10269634"	"forward"	264814492	1783142	35	148.5	151
"1414"	"SRR10269634"	"reverse"	264827853	1783142	35	148.5	151
"1415"	"SRR10269673"	"forward"	270685712	1827590	35	148.1	151
"1416"	"SRR10269673"	"reverse"	270687369	1827590	35	148.1	151
"1417"	"SRR10286960"	"forward"	257198504	1725385	35	149.1	151
"1418"	"SRR10286960"	"reverse"	257228208	1725385	35	149.1	151
"1419"	"SRR10287053"	"forward"	240973234	1621719	35	148.6	151
"1420"	"SRR10287053"	"reverse"	241014831	1621719	35	148.6	151
"1421"	"SRR10287065"	"forward"	218188576	1465539	35	148.9	151
"1422"	"SRR10287065"	"reverse"	218186307	1465539	35	148.9	151
"1423"	"SRR10298208"	"forward"	204341490	873686	35	233.9	251
"1424"	"SRR10298208"	"reverse"	204483519	873686	35	234	251
"1425"	"SRR1030845"	"forward"	190705296	1029351	35	185.3	251
"1426"	"SRR1030845"	"reverse"	191705493	1029351	35	186.2	251
"1427"	"SRR10341301"	"forward"	205072038	1381330	35	148.5	151
"1428"	"SRR10341301"	"reverse"	205071752	1381330	35	148.5	151
"1429"	"SRR10343288"	"forward"	243530337	1631345	35	149.3	151
"1430"	"SRR10343288"	"reverse"	243536689	1631345	35	149.3	151
"1431"	"SRR10343295"	"forward"	235504141	1577389	35	149.3	151
"1432"	"SRR10343295"	"reverse"	235508123	1577389	35	149.3	151
"1433"	"SRR10343296"	"forward"	238425809	1598665	35	149.1	151
"1434"	"SRR10343296"	"reverse"	238428054	1598665	35	149.1	151
"1435"	"SRR10343297"	"forward"	230911087	1548327	35	149.1	151
"1436"	"SRR10343297"	"reverse"	230920224	1548327	35	149.1	151
"1437"	"SRR10343298"	"forward"	198753076	1331183	35	149.3	151
"1438"	"SRR10343298"	"reverse"	198758144	1331183	35	149.3	151
"1439"	"SRR10343299"	"forward"	259963296	1741648	35	149.3	151
"1440"	"SRR10343299"	"reverse"	259963845	1741648	35	149.3	151
"1441"	"SRR10343300"	"forward"	303832597	2036649	35	149.2	151
"1442"	"SRR10343300"	"reverse"	303845531	2036649	35	149.2	151
"1443"	"SRR10343301"	"forward"	322593626	2164643	35	149	151
"1444"	"SRR10343301"	"reverse"	322611149	2164643	35	149	151
"1445"	"SRR10343302"	"forward"	266027936	1783492	35	149.2	151
"1446"	"SRR10343302"	"reverse"	266036113	1783492	35	149.2	151
"1447"	"SRR10343303"	"forward"	226244492	1514459	35	149.4	151
"1448"	"SRR10343303"	"reverse"	226246614	1514459	35	149.4	151
"1449"	"SRR10343304"	"forward"	330618691	2215917	35	149.2	151
"1450"	"SRR10343304"	"reverse"	330620596	2215917	35	149.2	151
"1451"	"SRR10343305"	"forward"	237697170	1592814	35	149.2	151
"1452"	"SRR10343305"	"reverse"	237702314	1592814	35	149.2	151
"1453"	"SRR10349484"	"forward"	225506350	1506642	35	149.7	151
"1454"	"SRR10349484"	"reverse"	225503950	1506642	35	149.7	151
"1455"	"SRR10349492"	"forward"	397261059	2659600	35	149.4	151
"1456"	"SRR10349492"	"reverse"	397253035	2659600	35	149.4	151
"1457"	"SRR10349504"	"forward"	273845913	1829201	35	149.7	151
"1458"	"SRR10349504"	"reverse"	273845219	1829201	35	149.7	151
"1459"	"SRR10349510"	"forward"	289553061	1938093	35	149.4	151
"1460"	"SRR10349510"	"reverse"	289547496	1938093	35	149.4	151
"1461"	"SRR10356966"	"forward"	165616885	1126502	35	147	151
"1462"	"SRR10356966"	"reverse"	165618244	1126502	35	147	151
"1463"	"SRR10360903"	"forward"	241795112	1677635	35	144.1	151
"1464"	"SRR10360903"	"reverse"	236055418	1677635	35	140.7	151
"1465"	"SRR10363909"	"forward"	236804493	1617741	35	146.4	151
"1466"	"SRR10363909"	"reverse"	236810886	1617741	35	146.4	151
"1467"	"SRR10363935"	"forward"	236338313	1605685	35	147.2	151
"1468"	"SRR10363935"	"reverse"	236374833	1605685	35	147.2	151
"1469"	"SRR10363936"	"forward"	219406499	1516686	35	144.7	151
"1470"	"SRR10363936"	"reverse"	219404771	1516686	35	144.7	151
"1471"	"SRR10363937"	"forward"	378435867	2564445	35	147.6	151
"1472"	"SRR10363937"	"reverse"	378496669	2564445	35	147.6	151
"1473"	"SRR10363939"	"forward"	254491345	1724488	35	147.6	151
"1474"	"SRR10363939"	"reverse"	254603444	1724488	35	147.6	151
"1475"	"SRR10363981"	"forward"	206567384	1426732	35	144.8	151
"1476"	"SRR10363981"	"reverse"	206590043	1426732	35	144.8	151
"1477"	"SRR10435105"	"forward"	221447862	1489048	35	148.7	151
"1478"	"SRR10435105"	"reverse"	221432362	1489048	35	148.7	151
"1479"	"SRR10447378"	"forward"	226714138	1517187	35	149.4	151
"1480"	"SRR10447378"	"reverse"	226713787	1517187	35	149.4	151
"1481"	"SRR10465575"	"forward"	400820431	2751442	35	145.7	151
"1482"	"SRR10465575"	"reverse"	400871065	2751442	35	145.7	151
"1483"	"SRR10465580"	"forward"	234680221	1576048	35	148.9	151
"1484"	"SRR10465580"	"reverse"	234679415	1576048	35	148.9	151
"1485"	"SRR10465592"	"forward"	142438508	956228	35	149	151
"1486"	"SRR10465592"	"reverse"	142438613	956228	35	149	151
"1487"	"SRR10465594"	"forward"	265355619	1782597	35	148.9	151
"1488"	"SRR10465594"	"reverse"	265358584	1782597	35	148.9	151
"1489"	"SRR10465595"	"forward"	150856523	1016651	35	148.4	151
"1490"	"SRR10465595"	"reverse"	150863353	1016651	35	148.4	151
"1491"	"SRR10465596"	"forward"	207142255	1391100	35	148.9	151
"1492"	"SRR10465596"	"reverse"	207144495	1391100	35	148.9	151
"1493"	"SRR10465603"	"forward"	227695347	1537150	35	148.1	151
"1494"	"SRR10465603"	"reverse"	227708067	1537150	35	148.1	151
"1495"	"SRR10493604"	"forward"	234248457	965190	35	242.7	251
"1496"	"SRR10493604"	"reverse"	234235274	965190	35	242.7	251
"1497"	"SRR10493606"	"forward"	248076886	1041756	35	238.1	251
"1498"	"SRR10493606"	"reverse"	248049367	1041756	35	238.1	251
"1499"	"SRR10493608"	"forward"	206502253	858794	35	240.5	251
"1500"	"SRR10493608"	"reverse"	206505549	858794	35	240.5	251
"1501"	"SRR10493610"	"forward"	187966096	788208	35	238.5	251
"1502"	"SRR10493610"	"reverse"	187999675	788208	35	238.5	251
"1503"	"SRR10493612"	"forward"	237075371	976128	35	242.9	251
"1504"	"SRR10493612"	"reverse"	237094591	976128	35	242.9	251
"1505"	"SRR10493614"	"forward"	168797486	713158	35	236.7	251
"1506"	"SRR10493614"	"reverse"	168836364	713158	35	236.7	251
"1507"	"SRR10493616"	"forward"	204260177	851042	35	240	251
"1508"	"SRR10493616"	"reverse"	204215960	851042	35	240	251
"1509"	"SRR10493617"	"forward"	180320546	748784	35	240.8	251
"1510"	"SRR10493617"	"reverse"	180368549	748784	35	240.9	251
"1511"	"SRR10493621"	"forward"	154414898	647950	35	238.3	251
"1512"	"SRR10493621"	"reverse"	154393907	647950	35	238.3	251
"1513"	"SRR10493630"	"forward"	236240470	983691	35	240.2	251
"1514"	"SRR10493630"	"reverse"	236287560	983691	35	240.2	251
"1515"	"SRR10493632"	"forward"	181436101	761268	35	238.3	251
"1516"	"SRR10493632"	"reverse"	181422853	761268	35	238.3	251
"1517"	"SRR10493633"	"forward"	174922054	743990	35	235.1	251
"1518"	"SRR10493633"	"reverse"	174941420	743990	35	235.1	251
"1519"	"SRR10493634"	"forward"	235195738	981671	35	239.6	251
"1520"	"SRR10493634"	"reverse"	235232524	981671	35	239.6	251
"1521"	"SRR10493635"	"forward"	209497134	867498	35	241.5	251
"1522"	"SRR10493635"	"reverse"	209515463	867498	35	241.5	251
"1523"	"SRR10493639"	"forward"	158901394	665534	35	238.8	251
"1524"	"SRR10493639"	"reverse"	158921073	665534	35	238.8	251
"1525"	"SRR10493644"	"forward"	207218377	872861	35	237.4	251
"1526"	"SRR10493644"	"reverse"	207238437	872861	35	237.4	251
"1527"	"SRR10493645"	"forward"	263420458	1092167	35	241.2	251
"1528"	"SRR10493645"	"reverse"	263484764	1092167	35	241.2	251
"1529"	"SRR10493646"	"forward"	205777321	850392	35	242	251
"1530"	"SRR10493646"	"reverse"	205792166	850392	35	242	251
"1531"	"SRR10493648"	"forward"	241083386	996943	35	241.8	251
"1532"	"SRR10493648"	"reverse"	241116596	996943	35	241.9	251
"1533"	"SRR10493657"	"forward"	158813909	667793	35	237.8	251
"1534"	"SRR10493657"	"reverse"	158784031	667793	35	237.8	251
"1535"	"SRR10493667"	"forward"	268780327	1128124	35	238.3	251
"1536"	"SRR10493667"	"reverse"	268816472	1128124	35	238.3	251
"1537"	"SRR10502094"	"forward"	335478812	1503749	35	223.1	251
"1538"	"SRR10502094"	"reverse"	335657272	1503749	35	223.2	251
"1539"	"SRR10530264"	"forward"	160660203	667030	35	240.9	251
"1540"	"SRR10530264"	"reverse"	160644544	667030	35	240.8	251
"1541"	"SRR10530286"	"forward"	221432336	904395	35	244.8	251
"1542"	"SRR10530286"	"reverse"	221404174	904395	35	244.8	251
"1543"	"SRR10530287"	"forward"	223765557	920541	35	243.1	251
"1544"	"SRR10530287"	"reverse"	223747851	920541	35	243.1	251
"1545"	"SRR10530288"	"forward"	295957037	1210324	35	244.5	251
"1546"	"SRR10530288"	"reverse"	295936296	1210324	35	244.5	251
